ANO;MES;DIA;SEXO;PERIODO;CODIGO;DESCRICAO;UNIDADE_MEDIDA;CATEGORIA;PRECO_UNITARIO;QTD_VENDIDAS;VALOR_VENDIDO
2015;7;4;M;MANHÃ;9168-O-04628;HOT POCKET SADIA X 145G BURGUER;UN;92061;2.18;15.00;32.70 
2014;10;16;M;NOITE;9168-O-04628;HOT POCKET SADIA X 145G BURGUER;UN;3232061;2.15;25.00;53.75 
2013;5;8;M;MANHÃ;9173-W-22905;ZMAT PAO PRE ASSADO DA AVO KG;UN;9095091;3.99;9.56;38.14 
2015;10;5;M;TARDE;9175-I-06018;CONFETI OETKER DECORFESTA BOL 80G;UN;96081;2.52;96.00;241.73 
2013;2;15;M;TARDE;9175-L-08179;DOCE PE DA SERRA ABOC C/COCO 160G;UN;9997002;1.16;162.00;187.52 
2013;1;23;F;MANHÃ;9176-O-01485;CHA OETKER 15G HORTELA;UN;9091121;2.49;49.00;121.77 
2014;1;20;F;TARDE;9176-V-07250;DOCE JR LEITE PURO 300G;UN;2091091;1.50;26.00;39.00 
2015;7;27;F;MANHÃ;9179-Y-21583;NECTAR MAIS 1L UVA;UN;92022;1.58;63.00;99.54 
2013;7;8;M;MANHÃ;9182-X-00179;CERV. CARACU 355ML LONG NECK;UN;3022;2.51;24.00;60.24 
2013;10;12;M;MANHÃ;9185-S-22924;PORTA BOLO/PAO 42X27X5/27CM 0006;UN;112064;17.96;3.00;53.88 
2013;5;25;M;MANHÃ;9187-A-14588;SUCO YAKULT TONYU 200ML ABACAXI;UN;92022;0.90;193.00;173.70 
2014;12;26;F;TARDE;9188-H-11040;DR DOVE ME 50ML INVISIBLE DRY;UN;1027033;3.64;29.00;105.42 
2013;2;3;M;TARDE;9188-N-22327;ACTIVIA LIQ S/LAC 850G BATIDO;UN;93040;4.36;26.00;113.36 
2014;6;23;M;NOITE;9190-E-20276;PILAO MADEIRA PEQ CLA0628/0562;UN;9144;7.17;8.00;57.36 
2014;6;18;F;NOITE;9191-Q-13497;PANO BOMBRIL LIMPEX C/5 60X33 AZUL;UN;5313065;1.96;50.00;98.00 
2013;2;28;M;NOITE;9191-W-03240;ALCOOL CEREAIS CEREALCOOL 5L;UN;9017022;19.19;2.00;38.38 
2013;8;16;M;TARDE;9192-U-06375;NUTRICAO HUMANA C/ACUCAR KG;KG;3096012;9.60;5.14;49.34 
2013;12;9;M;NOITE;9193-E-04584;DSF BAK YPE 500ML LAVANDA;UN;1058083;0.85;71.00;60.35 
2013;4;4;F;MANHÃ;9195-W-08765;CANETA BIC CRISTAL C/4 AZ/PRET/VERM;UN;18069;2.67;51.00;136.34 
2015;7;3;F;NOITE;9196-O-01068;SBT NEVASCA 100G GLICERINA;UN;9111043;0.69;75.00;51.75 
2015;8;30;F;MANHÃ;9196-R-11071;MOSTARDA CEPERA 200G AMARELA;UN;12033012;1.39;197.00;272.85 
2014;10;13;M;NOITE;9196-Y-18031;MASC SALON OPUS HIDRA 400G ARGAN;UN;95033;6.26;15.00;93.83 
2014;5;4;M;NOITE;9198-U-13754;COND DOVE BABY 200ML HIDRAT/ENRIQ;UN;95033;5.51;19.00;104.69 
2013;8;16;M;NOITE;9199-S-13776;LT FERM DANONE DAN UP 300G FUT/VERM;UN;93040;1.93;107.00;206.24 
2014;9;19;M;TARDE;9200-W-13070;SAND HAV MINIONS AMA CITR 2197;UN;22046;13.25;3.00;39.75 
2015;6;17;M;TARDE;9200-Y-03596;RACAO WHISKAS 85GR P/FAVO SALMAO;UN;19032;0.73;131.00;94.98 
2015;12;15;M;MANHÃ;9201-D-13293;REMOVEDOR KING 500ML LAVANDA;UN;3210172;4.53;9.00;40.77 
2014;1;2;F;MANHÃ;9201-W-04273;REQUEIJAO REGINA GRUYERE 250G;UN;9016040;3.23;33.00;106.59 
2013;11;13;M;NOITE;9204-Q-07165;AZEITE ANDALUIZA 250ML EXT VIRG VD;UN;19051;5.02;19.00;95.29 
2014;12;19;F;MANHÃ;9204-V-02739;BISC WAFFER LOWCUCAR 115G MORANGO;UN;235091;2.11;49.00;103.39 
2014;2;1;F;MANHÃ;9205-B-09184;ESC/DENT ORAL B INFANTIL STAGES 2NV;UN;123069;5.42;11.00;59.62 
2013;1;24;M;TARDE;9206-W-04507;BRIGADEIRAO OETKER 200G;UN;12096012;2.49;33.00;82.17 
2013;12;28;M;NOITE;9208-L-10994;COOKIES GRANPURE 150G FRUTAS VERM;UN;135091;2.03;41.00;83.23 
2014;9;9;M;MANHÃ;9208-V-05310;LAPISEIRA C/GRAFITE TECNY 0.7MM;UN;48069;1.23;28.00;34.44 
2013;5;9;F;NOITE;9210-R-00159;TEMPERO HONDASHI 60G;UN;12093012;3.60;27.00;97.20 
2015;4;23;M;MANHÃ;9213-F-00338;PERTENCE FEIJOADA SADIA 880G;UN;910120;6.55;9.00;58.95 
2014;9;3;M;NOITE;9213-N-04511;IOG. NESTLE MOLICO POLPA 600G TRI;UN;93040;3.45;17.00;58.65 
2013;11;24;F;TARDE;9217-R-07521;GELATINA OETKER ZERO 12G ABACAXI;UN;92096012;0.78;334.00;261.63 
2015;2;26;F;MANHÃ;9219-L-00042;BRILHA MOVEIS DESTAC 200ML;UN;25043;1.63;36.00;58.68 
2014;6;9;F;NOITE;9225-N-13659;APARELHO GILLETTE VENUS C/2 SIMPLY;UN;2012128;5.58;22.00;122.76 
2015;10;13;F;TARDE;9231-G-11530;CAPSULA 3 CORACOES 110G EXP CHOCOL;UN;96081;7.48;7.00;52.36 
2015;2;5;F;TARDE;9231-G-11530;CAPSULA 3 CORACOES 11G EXP CHOCOLAT;UN;96081;7.29;8.00;58.32 
2013;9;24;F;MANHÃ;9231-X-18466;REF. COCA COLA ZERO 350ML C/6 LM PM;UN;12022;6.42;25.00;160.50 
2014;4;30;M;NOITE;9233-U-04664;RACAO FARO FILHOTE 2KG CAR/FIG/VG;UN;1099032;8.40;16.00;134.45 
2014;12;5;F;MANHÃ;9234-R-06756;PEDRA SANIT SANOL 27G PINHO;UN;91998083;0.78;133.00;103.74 
2015;3;12;F;NOITE;9234-X-07540;MOLHO XISDOG CHURRASCO 250ML;UN;9099032;3.62;12.00;43.44 
2015;5;1;M;NOITE;9234-Z-07467;GUARD. PAPEL MASCOT FD PEQ C/50;UN;38184;0.88;45.00;39.60 
2015;6;30;F;TARDE;9237-D-08341;PALITO HASHI MADEIRA L SEKI C/40;UN;9144;3.24;49.00;158.76 
2014;2;28;F;MANHÃ;9238-Z-23029;RED BULL SUMMER EDITION 250ML;UN;92022;3.67;9.00;33.03 
2015;6;6;F;NOITE;9239-M-14720;PANETONE BAUDUCCO 500G PANDORO;UN;1025091;8.02;7.00;56.14 
2015;4;13;M;NOITE;9241-S-23862;MAC. BARILLA 400G PENNE S/GLUTEN;UN;912091;6.09;6.00;36.54 
2013;3;22;F;TARDE;9242-B-03486;FIO DENTAL ORAL B ESSENC MENT 25MTS;UN;26033;3.30;32.00;105.60 
2013;6;20;F;TARDE;9243-K-06897;CHA OETKER 10G HORTELA;UN;9091121;1.27;84.00;106.68 
2014;4;22;M;TARDE;9244-Z-03371;CHOC. LACTA SONHO VALSA MAIS 90G;UN;96081;1.99;26.00;51.74 
2015;7;20;M;TARDE;9245-V-03796;SUPORTE COADOR MELITTA 103 COLOR;UN;14293;2.62;66.00;172.92 
2015;6;17;F;NOITE;9246-N-05508;SBT MONICA LIQ 200ML HUGGIES CAMOM;UN;1021043;5.04;31.00;156.14 
2013;12;8;M;TARDE;9246-T-07239;FRIGIDEIRA MULTIFLON WOK BELLA 28CM;UN;15167;21.14;2.00;42.28 
2015;6;20;F;NOITE;9247-M-06037;AGRIAO F L OSHIRO 240G;UN;9999070;3.11;30.00;93.30 
2014;3;8;M;MANHÃ;9248-U-03895;PAO MEL CHELKEM 340G;UN;135091;1.61;57.00;91.77 
2015;1;18;F;NOITE;9252-X-15511;LASANHA SEARA 600G CALABRESA;UN;22091;4.82;31.00;149.42 
2015;4;2;M;TARDE;9253-G-17998;SEMORIN TIRA GORDURA A SECO 150ML;UN;22382;7.86;10.00;78.60 
2013;6;20;M;NOITE;9255-F-02886;CANFORA KG;KG;9091121;24.32;3.55;86.32 
2015;1;18;F;NOITE;9259-Z-11816;TEMPERO SAZON 60G ALECRIM;UN;12093012;1.48;113.00;167.24 
2013;11;27;F;TARDE;9260-A-14494;CANECA NIGRO CRIATIV N14 C/TEFLON;UN;15167;13.70;3.00;41.10 
2013;12;8;M;NOITE;9260-G-06259;ADOCANTE LOWCUCAR MAGRO 200ML;UN;9096012;2.29;32.00;73.28 
2013;4;16;F;NOITE;9260-P-23534;RELOGIO PAREDE RED ANALOG WQ13171;UN;125019;8.09;4.00;32.36 
2014;3;2;M;TARDE;9261-E-07163;LOCAO JOHNSON SOFT 200 FRESQUINHA;UN;9027033;4.89;9.00;44.01 
2015;10;6;F;MANHÃ;9261-L-22931;KIT 3 PCS PANO DE COPA CP 0002;UN;112064;8.30;11.00;91.30 
2015;5;28;F;NOITE;9261-V-20222;DENTASTIX PEDIGRE 110G RAC/PEQ C/7;UN;19032;3.11;17.00;52.87 
2015;9;16;M;MANHÃ;9261-V-20222;DENTASTIX PEDIGRE 110G RAC/PEQ C/7;UN;3099032;3.13;30.00;93.90 
2015;3;8;F;TARDE;9264-S-09027;SACO LIXO DUMONTEX 30LT REFORC C/10;UN;1123293;2.74;20.00;54.80 
2014;8;19;M;MANHÃ;9266-O-08269;DOCE LEITE NO PONTO 400G TAB CHOC;UN;2091091;2.53;48.00;121.60 
2013;7;30;M;MANHÃ;9266-Z-04816;DOCE FUGINI 300G GOIABADA POTE;UN;9997002;1.26;193.00;243.57 
2015;6;6;M;TARDE;9267-I-21671;TAPETE MICROFIBRA ESTAMP SORT CK662;UN;9096293;3.80;12.00;45.60 
2015;9;6;F;NOITE;9267-J-11517;SALG. PANCO PANQUITOS 100G PIZZA;UN;14091;1.03;300.00;308.00 
2014;11;26;F;TARDE;9269-I-01994;ESPREMEDOR LARANJA TEC LAR GD;UN;15167;2.77;12.00;33.24 
2014;6;3;M;MANHÃ;9273-L-01536;WHISKY TEACHERS 1LITRO;UN;2038022;18.07;2.00;36.14 
2013;1;9;M;NOITE;9275-M-18006;CERV. DESPERADOS 330ML TEQUILA;UN;3022;2.00;20.00;40.00 
2015;7;15;F;MANHÃ;9275-W-02666;CADEADO PADO N35;UN;11038;7.42;12.00;88.98 
2013;9;24;M;MANHÃ;9276-V-19137;VELA SANTA CRUZ JESUS CRISTO 260G;UN;6043;2.57;13.00;33.41 
2015;7;30;F;TARDE;9276-V-19137;VELA SANTA CRUZ 260G JESUS CRISTO;UN;6043;2.38;15.00;35.70 
2013;5;27;M;TARDE;9277-P-15725;ESCOVA SANITARIA C/SUPORTE LIMPAMIN;UN;93069;1.98;102.00;201.96 
2014;5;23;F;TARDE;9278-M-08170;MAC. RENATA 500G C/OVOS ALFABETO;UN;112091;1.18;37.00;43.66 
2014;1;24;F;NOITE;9279-Q-01325;SBT BIOCREMA 90G ERVA DOCE;UN;9111043;0.66;202.00;133.32 
2014;6;20;M;NOITE;9279-V-07008;BISC. ADRIA TORTINHA 160G FEST BRIG;UN;135091;0.71;54.00;38.34 
2015;10;1;F;TARDE;9280-K-12220;GELEIA QUEENSB 320G TANGERINA;UN;1997002;4.85;11.00;53.35 
2015;2;5;F;NOITE;9280-T-04362;SPRAY FLORA NECTAR GENG/MENTA 30ML;UN;140;2.22;93.00;206.46 
2013;11;13;M;NOITE;9281-M-11910;SOPA KNORR SAB NAT 64G CR GALINHA;UN;11014012;2.24;73.00;163.16 
2014;8;21;F;MANHÃ;9284-A-03462;BISC. PIRAQUE 120G AGUA LIGHT;UN;135091;1.25;219.00;273.75 
2015;8;7;F;MANHÃ;9285-A-18899;CHOC. GAROTO BATON 64G AO LEITE;UN;1094071;1.40;31.00;43.40 
2014;8;25;F;MANHÃ;9288-G-12320;TEMPERO MAGGI 25G FRG ASS ERV FINAS;UN;12093012;1.67;30.00;50.10 
2015;7;25;M;MANHÃ;9290-K-22809;IOG. VIGOR LACTIVE LIQ 1.260LT AMEI;UN;13040;4.17;11.00;45.87 
2015;1;12;M;TARDE;9291-C-11068;MOSTARDA CEPERA 1.01KG AMARELA;UN;92033012;2.01;101.00;202.51 
2015;7;2;M;MANHÃ;9291-Z-11662;DA BRUT 89G 48H SPORT;UN;1027033;3.52;30.00;105.45 
2015;12;28;F;MANHÃ;9300-Q-08845;MOLHO SOJA SAKURA 1L LIGHT;UN;1013012;8.51;9.00;76.59 
2013;4;15;M;TARDE;9304-D-04552;SILICONE RODABRILL SPRAY 300ML;UN;21000193;5.68;6.00;34.08 
2013;3;1;M;MANHÃ;9306-S-03728;BOLO DONA MARTTA 300G LEITE COND;UN;9095091;2.05;17.00;34.85 
2015;4;27;M;MANHÃ;9307-T-18522;LMPD VEJA PERFUME 1L AZUL CORAL;UN;22043;2.94;11.00;32.34 
2013;10;12;F;MANHÃ;9308-R-02859;AMOREIRA BRANCA KG;KG;990190;7.82;41.92;327.76 
2013;4;25;M;MANHÃ;9311-J-09697;RACAO FRISKIES CARN MODA CHEFE 1KG;UN;1099032;6.89;6.00;41.34 
2013;8;22;M;MANHÃ;9313-Y-08281;ATUM GOMES COSTA 170G SOL NATURAL;UN;1414061;2.83;62.00;175.46 
2014;2;16;M;MANHÃ;9315-K-02435;PATO GERM 500ML BANHEIRO SQUEEZE;UN;22043;3.22;18.00;57.96 
2014;9;18;M;MANHÃ;9315-O-01080;MAC. HIROTANI YAKISOBA 500G;UN;912091;5.61;6.00;33.66 
2014;1;1;M;MANHÃ;9316-W-14041;DOCE HUE DIET 500G GOIABADA CASCAO;UN;9997002;7.31;14.00;102.34 
2015;7;14;M;NOITE;9319-P-15454;CANECA NADIR TARSIL INCOLOR;UN;733107;2.62;15.00;39.30 
2014;10;22;F;TARDE;9320-B-08954;PANFI PANCO 70G CHOC/BAUNILHA C/2;UN;9025091;1.01;301.00;302.72 
2014;7;24;M;MANHÃ;9325-A-11976;DA JOY 165ML ENERGIZAR ACAI GUARANA;UN;1027033;5.13;8.00;41.04 
2013;7;27;F;MANHÃ;9325-F-10548;BRINQ. BENTO 6.99;UN;8003059;2.99;120.00;358.80 
2015;10;13;M;TARDE;9327-Q-01652;MACA DESIDRATADA FATIADA KG;KG;33180;9.26;25.97;240.55 
2015;3;2;F;NOITE;9328-V-06679;GELEIA QUEENSB 320G JABUTICAB/AMORA;UN;1997002;5.68;54.00;306.45 
2014;4;1;F;MANHÃ;9330-F-14772;ESPELHO PAVAO N20 UN;UN;299007;3.98;19.00;75.62 
2015;2;16;F;NOITE;9331-Y-18206;TOSTADINHAS BAUDUCO 40G PEITO PERU;UN;45091;0.92;92.00;84.18 
2014;9;16;M;TARDE;9333-Z-08761;BISC. DA SERRA 200G ROSQ L.CONDENS;UN;135091;1.97;100.00;196.50 
2015;5;23;M;MANHÃ;9334-N-09287;TENYS PE BARUEL PO 100G ACTION;UN;194033;2.84;54.00;153.36 
2015;1;23;M;MANHÃ;9334-U-01519;DOCE PREDILECTA GOIABAD CASCAO 350G;UN;9997002;1.02;54.00;55.08 
2015;1;8;F;TARDE;9335-M-05565;MEIAS ANDRA SAPATILHA 34/39 C/3;UN;595116;6.45;8.00;51.60 
2013;10;9;M;NOITE;9338-S-06077;SH JOHNSONS 200ML BABY HORA SONO;UN;15033;4.26;23.00;97.98 
2015;8;5;F;NOITE;9339-Z-14333;FARINHA ROSCA BENI 500G;UN;9095091;1.07;41.00;43.87 
2013;6;18;M;TARDE;9340-N-17317;ANIL COLMAN LIQUIDO 200ML;UN;146023;2.49;35.00;87.15 
2015;7;3;M;NOITE;9341-I-14192;GARRAFA SANREMO GOLE GUT 766/40;UN;14293;3.73;26.00;96.98 
2015;6;30;F;TARDE;9341-O-02515;DA ALMA FLORES 160ML FINIS ESSENCIA;UN;1027033;4.32;8.00;34.56 
2013;1;18;F;MANHÃ;9342-M-21761;ACTIVIA 400G MARACUJA;UN;93040;2.71;13.00;35.23 
2013;2;6;M;TARDE;9342-P-04932;GELEIA SAINT PAUL 230G DAMASCO;UN;1997002;1.90;22.00;41.80 
2015;12;6;M;NOITE;9343-S-18424;FITA DENTAL SANIFIL 100MTS + 25MTS;UN;26033;2.80;29.00;81.06 
2014;2;16;M;NOITE;9344-F-05817;RACAO CAT CHOW ADT CARNE 1KG;UN;1099032;7.36;20.00;147.20 
2015;12;16;F;MANHÃ;9345-H-19142;TALCO JOHNSONS BABY 200G HORA SONO;UN;194033;5.94;8.00;47.52 
2014;8;18;M;NOITE;9349-Q-19469;SANDALIA RIDER R1 INK AD PRETO;UN;22046;9.15;6.00;54.90 
2015;5;30;M;MANHÃ;9350-X-03105;ERVILHA/MILHO QUERO 200G;UN;995002;0.67;140.00;93.80 
2013;8;10;M;NOITE;9351-U-14535;DC TABU 55G;UN;9027033;1.13;145.00;163.85 
2013;9;14;F;TARDE;9352-Q-09097;LMPD MR MUSCULO PERF 500ML FLORAL;UN;22043;1.68;78.00;131.30 
2015;4;5;F;MANHÃ;9353-V-09408;GEL YAMAFIX 300G INCOLOR;UN;95033;2.63;35.00;92.05 
2013;7;14;M;TARDE;9353-V-09408;GEL YAMAFIX 300G INCOLOR;UN;9027033;2.61;34.00;88.74 
2013;4;30;F;NOITE;9355-U-11633;CHA NAMASTEA 1L VERDE C/LIMAO;UN;12022;1.93;55.00;106.15 
2014;12;8;M;TARDE;9356-C-09009;BOLO DONA MARTTA 350G PAMONHA;UN;9025091;2.54;21.00;53.34 
2015;8;29;F;TARDE;9356-C-09009;BOLO DONA MARTTA 350G PAMONHA;UN;9095091;2.54;37.00;93.98 
2014;11;24;M;NOITE;9357-H-15568;BALDE PLASUTIL 12L;UN;94293;9.08;6.00;54.48 
2015;11;9;F;TARDE;9357-Y-11783;MAC. BIFUM C/OVOS YAKISSOBA 1 KG;UN;112091;5.55;16.00;88.72 
2014;8;12;F;TARDE;9358-J-02919;GRAVIOLA KG;KG;90180;11.21;5.36;60.09 
2015;1;19;F;MANHÃ;9359-B-13414;GARRAFA TERMICA ELEGANZA 1L AMARELA;UN;1007169;16.71;2.00;33.42 
2014;2;25;F;MANHÃ;9359-D-11703;MINI MILHO CEPERA CONSERVA 200G;UN;85002;5.40;17.00;91.72 
2014;5;19;F;MANHÃ;9361-U-00694;DSF SCARLIM 2L LAVANDA FRESCA;UN;1058083;2.17;65.00;141.05 
2013;4;22;F;NOITE;9364-J-03516;ESPREMEDOR FRUTAS SANREMO 793/2;UN;14293;4.73;9.00;42.57 
2015;6;20;F;MANHÃ;9368-T-21457;DR BI-O 50ML FEM CLARIFY FINA;UN;1027033;3.91;22.00;86.02 
2015;6;29;F;TARDE;9368-Z-05317;PEDRA SANIT HARPIC 20G AROM P PINHO;UN;91998083;0.98;53.00;51.94 
2015;1;23;M;NOITE;9370-D-09308;PROTETOR INTIMUS EVOLUT ULTRA C/18;UN;9169;1.76;94.00;165.44 
2015;6;23;M;MANHÃ;9370-F-05494;SUCO SUPERBOM 500ML TOMATE TEMP;UN;59002;4.67;16.00;74.72 
2014;10;15;M;MANHÃ;9370-P-11161;PETISCOS WHISKAS TEMP 40G BOLA PELO;UN;3099032;1.58;57.00;89.78 
2015;12;12;M;TARDE;9371-N-08077;LMPD VEJA PERFUME 2L LAVANDA;UN;22043;5.79;19.00;109.95 
2013;11;5;M;MANHÃ;9373-Y-02665;XICARA C/PIRES OXFORD CENA ING200ML;UN;2196;4.00;10.00;40.00 
2015;11;24;F;MANHÃ;9374-I-06958;MOLHO QUERO SACHE 340G NAPOLITANO;UN;1023012;0.57;217.00;124.41 
2015;4;24;F;TARDE;9374-J-02208;COXINHA/MEIO DA ASA SADIA 1KG;UN;9232061;7.08;12.00;84.96 
2014;11;10;F;MANHÃ;9375-F-23643;ENFEITE BOTA 16CM WF9935/3738;UN;15059;1.46;23.00;33.58 
2014;6;26;M;MANHÃ;9375-V-01187;VINHO MARCUS JAMES CABERNET 750ML;UN;124022;7.93;5.00;39.65 
2013;7;25;M;TARDE;9376-R-02230;MOLHO CASTELO 236ML CASEIRO;UN;19093012;1.82;226.00;411.07 
2013;11;27;F;NOITE;9379-Q-03981;SACO SWIRL ASPIRADOR PO C/3;UN;49184;7.71;6.00;46.26 
2014;5;2;F;MANHÃ;9380-S-10553;BRINQ. BENTO 12.99;UN;8003059;5.55;64.00;355.20 
2013;7;1;M;MANHÃ;9381-G-00517;DR MODERATO 65ML ORVALHO;UN;1027033;3.09;31.00;95.79 
2013;12;25;F;TARDE;9382-C-02652;SACO LIXO KI-SACO PR 15 LT C/25;UN;1123293;5.32;11.00;58.52 
2014;5;1;F;MANHÃ;9384-W-22823;IOG. VIGOR GREGO 100G S/LAC LIM/SIC;UN;13040;1.58;57.00;90.06 
2015;9;5;F;MANHÃ;9384-Y-01457;SBT ANN BOW 90G ROSAS;UN;9111043;0.84;72.00;60.48 
2015;1;29;M;TARDE;9385-P-01888;CHA LEAO FUZE ERVA DOCE 10SAQ;UN;9269090;1.07;56.00;59.92 
2014;11;2;F;TARDE;9387-D-07633;TEMPERO ARISCO 50G TEMP MAIS AVES;UN;12093012;1.14;156.00;177.84 
2014;2;19;F;TARDE;9387-Q-01310;CAPELETTI MASSA LEVE 400G FRANGO;UN;22091;2.72;63.00;171.05 
2015;12;13;F;TARDE;9388-H-08699;CHA LEAO FUZE ERVAS 15 SAQ CAP CID;UN;9091121;1.95;86.00;167.92 
2015;4;20;M;TARDE;9388-I-00886;CEREAL KELLNESS GRANOLA MA/CAN 270G;UN;24091;4.12;25.00;103.00 
2013;6;16;F;TARDE;9390-E-06556;PAPEL ALUMINIO BOREDA 4MTX30CM;UN;1117067;0.64;93.00;59.52 
2014;9;16;F;MANHÃ;9393-M-09777;RODINHO PIA PLASDURAN OFF;UN;93069;1.97;43.00;84.50 
2014;3;2;M;MANHÃ;9393-Y-05259;AGUARDENTE YPIOCA 965ML PRATA S/PAL;UN;48022;4.49;12.00;53.88 
2013;10;19;F;TARDE;9395-W-14459;COND JOHNSONS BABY 200ML SUAVE;UN;95033;5.29;29.00;153.41 
2015;5;23;M;TARDE;9396-Y-02575;GELEIA PREDILECTA 230G AMORA;UN;1997002;2.67;38.00;101.27 
2015;5;7;F;MANHÃ;9398-F-00298;CD TANDY 50G TUTTI FRUTI;UN;16033;1.76;32.00;56.32 
2013;2;6;F;MANHÃ;9398-V-01257;VINHO SALTON CLASSIC MERLOT 750ML;UN;124022;7.89;5.00;39.45 
2015;4;28;F;TARDE;9399-C-18786;LMPD VEJA LIMP PESADA 2L ORIGINAL;UN;94094283;7.08;5.00;35.40 
2015;6;8;M;MANHÃ;9402-F-10737;CD SENSODYNE 50G COOL GEL;UN;16033;4.25;37.00;157.13 
2014;10;17;M;TARDE;9402-J-07432;PANELA MULTIFLON GM N.20;UN;15167;20.07;6.00;120.42 
2013;6;28;M;NOITE;9402-L-13724;SH TRESEMME 400ML SELAGEM CAP/QUIM;UN;15033;4.76;24.00;114.24 
2014;10;9;M;NOITE;9402-U-13394;BEBIDA SUFRESH 200ML SOJA UVA;UN;92022;0.50;239.00;118.70 
2014;1;10;F;NOITE;9403-C-10244;SH DOVE 400ML PONTAS DUPLAS;UN;15033;6.74;14.00;94.29 
2015;8;3;F;MANHÃ;9403-P-15681;DEO COL MEN S CLUB 52 100ML SEDUCT;UN;2003033;11.50;7.00;80.47 
2013;10;17;M;NOITE;9404-Q-03187;PASSADEIRA BARBANTE CRU DUMONTEX;UN;1014085;6.17;18.00;111.06 
2015;8;30;F;MANHÃ;9404-V-04589;MB BOLO BOA SORTE 400G FUBA NOVA;UN;21091;1.04;34.00;35.36 
2013;10;24;F;NOITE;9405-D-18956;SH PHYTOERVAS TRAT 250ML REJUVENEC;UN;15033;8.73;10.00;87.25 
2013;7;3;M;MANHÃ;9405-E-05957;RALINHO JAPONES LAVATORIO GALV NEDO;UN;993237;1.01;214.00;215.28 
2015;5;2;M;MANHÃ;9406-O-08585;COGUMELO SHITAKE FATIADO KG;KG;932170;52.96;1.06;56.14 
2015;5;13;F;TARDE;9406-Z-06361;DA TRES MARCHAND 123G CLASSIC;UN;1027033;4.32;13.00;56.16 
2015;10;22;F;NOITE;9409-F-08722;BISC. NESTLE 140G NESCAU;UN;135091;1.17;79.00;92.43 
2015;6;19;F;TARDE;9409-I-19465;SAND IPANEMA ANATOMICA SURF PTO;UN;22046;4.80;18.00;86.40 
2014;10;1;F;MANHÃ;9409-J-00434;LM BRAVO 200ML LAVANDA;UN;25043;2.60;40.00;103.80 
2014;4;24;F;TARDE;9409-Z-01675;ALVEJANTE BRILHANTE 2LITRO FLORAL;UN;22043;5.38;15.00;80.70 
2013;2;6;F;MANHÃ;9409-Z-01675;ALVEJANTE BRILHANTE 2LITRO FLORAL;UN;91098282;4.38;24.00;105.12 
2014;12;18;F;NOITE;9414-U-16049;MORTAD. SEARA MONICA FGO 400G;UN;1061;2.08;23.00;47.84 
2015;7;15;F;MANHÃ;9415-A-20214;OLEO ROSA MOSQUETA NATIVE100ML;UN;9095151;6.90;8.00;55.20 
2013;2;7;M;MANHÃ;9416-A-07591;BEBIDA PALATE 400G REFIL MORANGO;UN;9094071;1.59;34.00;54.06 
2015;9;27;M;TARDE;9416-A-22391;LMPD BRILHANTE BANH C/CL 450ML GTL;UN;22043;4.27;17.00;72.59 
2015;11;5;F;NOITE;9416-N-16303;DSF KALIPTO 120ML OLEO LAVANDA;UN;947033;4.98;21.00;104.48 
2015;6;12;M;MANHÃ;9416-Q-18717;DOCE LEITE ECILA PT 350G LIGHT;UN;2091091;2.06;42.00;86.52 
2014;12;2;F;NOITE;9416-T-07408;ALVEJANTE PLUSH 1.5L OXY2 WHITE;UN;22043;3.81;9.00;34.29 
2013;6;1;F;TARDE;9416-T-07408;ALVEJANTE PLUSH 1.5L OXY2 WHITE;UN;91498083;3.63;42.00;152.46 
2014;4;6;M;NOITE;9417-J-16592;QUEIJO CRIOULO PRATO ESF FRAC KG;KG;2096040;17.74;2.04;36.19 
2015;9;1;F;NOITE;9417-P-06717;VINHO QUINTA MORGADO 245ML TTO SV;UN;124022;2.46;37.00;91.02 
2013;8;23;M;MANHÃ;9417-Y-09407;GEL YAMAFIX 300G AZUL;UN;9027033;2.61;54.00;140.94 
2014;10;23;F;NOITE;9419-M-17439;RODO PIA PLASTICO PLASUTIL 16 CM;UN;93069;1.54;24.00;36.96 
2014;4;11;M;NOITE;9419-Q-22662;FITA DENTAL CLEAN 100MT MENTA;UN;26033;2.24;22.00;49.28 
2014;7;1;M;MANHÃ;9420-C-21534;SAND HAVAIANAS CAPRICE BERINJELA;UN;22046;8.36;7.00;58.52 
2015;1;15;F;NOITE;9420-K-12020;LENCOS HIG. NEVE SUPREME C/48;UN;911043;6.36;7.00;44.52 
2013;12;21;F;MANHÃ;9421-S-10740;CIGARRO LUCKY STRIKE ORIG RED C/5;UN;22042;19.25;2.00;38.50 
2014;9;25;M;TARDE;9423-O-09181;RACAO SAB&VIDA GATO LT 290G FRANG;UN;19032;1.71;48.00;82.08 
2014;5;1;F;NOITE;9423-O-09181;RACAO SAB&VIDA GATO LT 330G FRANG;UN;1099032;1.67;63.00;105.21 
2013;10;19;M;NOITE;9424-X-17216;LMPD TAY LIMP/PERF 1L ORVALHO/MANHA;UN;22043;1.77;23.00;40.71 
2013;5;25;M;TARDE;9425-Q-13043;PAO WICK BOLD 160G BAGEL INTEGRAL;UN;1095091;1.76;68.00;119.68 
2013;11;10;F;MANHÃ;9425-S-08493;SBT NIVEA LIQ 250ML CREME SOFT;UN;1021043;3.16;53.00;167.35 
2014;10;18;M;NOITE;9425-Y-10313;ALFACE LISA J.WATANABE PCT 150G;UN;115070;1.86;180.00;334.80 
